Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Lot Shape,Land Contour,Lot Config,Neighborhood,Condition 1,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Exterior 1st,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,Total_Bathrooms,Total_Porch_SF,Lot Area_Log,SalePrice_Log
1729,528218020,60,5,65.0,10237,3,3,4,8,6,0,5,6,5,2005,2006,1,13,3,0.0,4,3,2,4,3,3,6,0.0,6,0.0,768.0,768.0,5,1,4,768,768,0,1536,0.0,0.0,2,1,3,1,4,6,7,1,1,2005.0,0,2.0,2,100,38,0,0,0,0,0,6,2007,9,4,176000,2.5,38,9.233861567017529,12.07824495582233
1730,528218050,60,5,65.0,10237,3,3,4,8,6,0,5,6,5,2005,2007,1,13,3,0.0,4,3,2,4,3,3,6,0.0,6,0.0,783.0,783.0,5,1,4,783,701,0,1484,0.0,0.0,2,1,3,1,4,8,7,1,1,2005.0,0,2.0,2,0,72,0,0,0,0,0,7,2007,6,5,178900,2.5,72,9.233861567017529,12.094587859196112
1731,528218100,60,5,58.0,13204,0,3,4,8,6,0,5,7,5,2006,2007,1,13,4,44.0,3,3,2,4,3,3,6,0.0,6,0.0,608.0,608.0,5,1,4,608,850,0,1458,0.0,0.0,2,0,3,1,4,6,7,0,3,2007.0,0,2.0,2,100,33,0,0,0,0,0,5,2007,6,5,168165,2.0,33,9.488350824731233,12.032706865778723
1732,528221030,60,5,62.0,8857,0,3,4,8,2,0,5,6,5,2006,2006,1,13,3,0.0,4,3,2,4,3,3,6,0.0,6,0.0,738.0,738.0,5,1,4,738,757,0,1495,0.0,0.0,2,1,3,1,4,7,7,1,1,2006.0,2,2.0,2,100,30,0,0,0,0,0,3,2007,6,5,171925,2.5,30,9.089076284483143,12.054819430660869
1733,528221040,60,5,63.0,9729,0,3,4,8,2,0,5,6,5,2006,2007,1,13,3,0.0,4,3,2,4,3,3,6,0.0,6,0.0,698.0,698.0,5,1,4,698,1048,0,1746,1.0,0.0,2,1,3,1,4,6,7,1,3,2007.0,3,3.0,2,0,34,0,0,0,0,0,6,2007,6,5,198444,3.5,34,9.18296917518005,12.198267262630514
1734,528221050,20,5,88.0,12216,0,3,0,8,2,0,2,6,5,2005,2005,1,13,3,0.0,3,3,2,4,3,0,2,918.0,6,0.0,408.0,1326.0,5,1,4,1326,0,0,1326,1.0,0.0,2,0,3,1,4,6,7,0,1,2005.0,0,2.0,2,120,23,0,0,0,0,2000,6,2007,9,4,203000,3.0,23,9.41058370340406,12.220966184120165
1735,528221090,60,5,65.0,9018,0,3,4,8,2,0,5,7,5,2007,2007,3,13,3,0.0,4,3,2,4,3,0,6,0.0,6,0.0,728.0,728.0,5,1,4,728,728,0,1456,0.0,0.0,2,1,3,1,4,8,7,1,1,2007.0,0,2.0,2,100,24,0,0,0,0,0,7,2007,6,5,179540,2.5,24,9.107088742165708,12.09815887308463
1736,528222030,20,5,73.0,8993,0,3,4,8,2,0,2,7,5,2007,2007,1,13,3,0.0,4,3,2,4,3,0,6,0.0,6,0.0,1302.0,1302.0,5,1,4,1302,0,0,1302,0.0,0.0,2,0,3,1,4,6,7,0,1,2007.0,0,2.0,2,0,22,0,0,0,0,0,8,2007,6,5,176485,2.0,22,9.104312967330653,12.080996832096167
1737,528222040,20,5,73.0,8899,0,3,4,8,2,0,2,7,5,2007,2007,1,13,3,0.0,4,3,2,4,3,0,2,24.0,6,0.0,1316.0,1340.0,5,1,4,1340,0,0,1340,0.0,0.0,2,0,3,1,4,6,7,0,1,2007.0,0,2.0,2,100,30,0,0,0,0,0,8,2007,6,5,181134,2.0,30,9.093806555720231,12.106997888588934
1738,528222050,60,5,73.0,8499,0,3,4,8,2,0,5,6,5,2006,2007,1,13,3,0.0,3,3,2,4,3,3,6,0.0,6,0.0,616.0,616.0,5,1,4,616,796,0,1412,0.0,0.0,2,1,3,1,4,6,7,1,3,2007.0,0,2.0,2,0,36,0,0,0,0,0,3,2007,6,5,156932,2.5,36,9.047821442478408,11.963574241653713
1739,528222060,60,5,72.0,8229,0,3,4,8,2,0,5,6,5,2007,2007,1,13,4,22.0,4,3,2,4,3,0,6,0.0,6,0.0,752.0,752.0,5,1,4,752,752,0,1504,0.0,0.0,2,1,3,1,4,6,7,0,1,2007.0,0,2.0,2,100,32,0,0,0,0,0,12,2007,6,5,166000,2.5,32,9.015541293671115,12.019749091416921
1740,528222080,60,5,64.0,7713,3,3,4,8,2,0,5,7,5,2007,2007,1,13,4,16.0,4,3,2,4,3,3,6,0.0,6,0.0,728.0,728.0,5,1,4,728,728,0,1456,0.0,0.0,2,1,3,1,4,7,7,0,1,2007.0,0,2.0,2,100,24,0,0,0,0,0,7,2007,6,5,177594,2.5,24,8.950792138768174,12.087260955990747
1741,528222090,20,5,64.0,7697,3,3,4,8,2,0,2,7,6,2007,2007,1,13,1,0.0,4,3,2,4,3,3,6,0.0,6,0.0,1246.0,1246.0,5,1,4,1258,0,0,1258,0.0,0.0,2,0,3,1,4,6,7,0,1,2007.0,2,2.0,2,0,0,0,0,0,0,0,8,2007,6,5,173500,2.0,0,8.948715833843691,12.063938642041201
1742,528228270,120,5,53.0,3922,3,3,4,0,2,4,2,7,5,2006,2007,1,15,1,72.0,4,3,2,5,3,0,6,0.0,6,0.0,1258.0,1258.0,5,1,4,1258,0,0,1258,0.0,0.0,2,0,2,1,4,6,7,1,1,2007.0,0,3.0,2,144,16,0,0,0,0,0,6,2007,6,5,172500,2.0,16,8.274611946209552,12.058158312538197
1743,528228275,120,5,53.0,3922,3,3,4,0,2,4,2,7,5,2006,2007,1,13,1,72.0,4,3,2,5,3,0,6,0.0,6,0.0,1258.0,1258.0,5,1,4,1402,0,0,1402,0.0,2.0,0,2,2,1,4,7,7,1,1,2006.0,0,3.0,2,120,16,0,0,0,0,0,2,2007,6,5,194201,2.0,16,8.274611946209552,12.176654133447505
1744,528228375,120,5,43.0,3621,3,3,4,0,2,4,2,8,5,2003,2003,3,13,1,72.0,4,3,2,4,3,1,2,1084.0,6,0.0,322.0,1406.0,5,1,4,1589,0,0,1589,1.0,0.0,2,0,2,1,4,7,7,1,1,2003.0,0,3.0,2,143,20,0,0,0,0,0,11,2007,9,4,226500,3.0,20,8.19478163844336,12.330504638906516
1745,528228555,20,5,53.0,3710,3,3,4,0,2,0,2,7,5,2007,2007,1,13,1,16.0,4,3,2,4,3,0,6,0.0,6,0.0,1266.0,1266.0,5,1,4,1266,0,0,1266,0.0,0.0,2,0,2,1,4,6,7,1,1,2007.0,0,2.0,2,100,16,0,0,0,0,0,8,2007,6,5,185485,2.0,16,8.219056661060598,12.130734686483382
1746,528231010,20,5,182.0,14572,2,3,0,8,2,0,2,7,5,2004,2004,3,13,3,0.0,4,3,2,4,3,0,2,1300.0,6,0.0,230.0,1530.0,5,1,4,1530,0,0,1530,1.0,0.0,2,0,3,1,4,7,7,1,1,2004.0,0,3.0,2,144,36,0,0,0,0,0,11,2007,9,3,259000,3.0,36,9.586925780533697,12.464587201678082
1747,528231030,80,5,65.0,16219,1,3,4,8,2,0,7,7,5,2004,2005,1,13,3,0.0,4,3,2,4,3,1,2,779.0,6,0.0,56.0,835.0,5,1,4,1119,0,0,1119,1.0,0.0,2,0,2,1,4,5,7,0,1,2004.0,0,2.0,2,100,24,0,0,0,0,0,4,2007,9,4,188500,3.0,24,9.694000327669404,12.146858590895919
1748,528235000,80,5,87.0,11084,0,3,0,8,2,0,7,7,5,2004,2004,1,13,3,0.0,4,3,2,4,3,3,2,192.0,6,0.0,192.0,384.0,5,1,4,744,630,0,1374,1.0,0.0,2,1,3,1,4,8,7,1,3,2004.0,0,2.0,2,100,0,0,0,0,0,0,6,2007,9,3,175000,3.5,0,9.313348122050412,12.07254696717504
1749,528235160,60,5,59.0,11796,0,3,4,8,2,0,5,7,5,2004,2005,1,13,3,0.0,4,3,2,4,3,0,6,0.0,6,0.0,847.0,847.0,5,1,4,847,1112,0,1959,0.0,0.0,2,1,4,1,4,8,7,1,3,2004.0,0,2.0,2,100,48,0,0,0,0,0,7,2007,9,4,215000,2.5,48,9.375600540841843,12.278397958261774
1750,528235170,20,5,59.0,10936,0,3,4,8,2,0,2,7,5,2006,2006,1,13,3,0.0,4,3,2,4,3,0,6,0.0,6,0.0,1510.0,1510.0,5,1,4,1525,0,0,1525,0.0,0.0,2,1,3,1,4,6,7,1,1,2006.0,2,2.0,2,100,18,0,0,0,0,0,4,2007,6,5,206580,2.5,18,9.299906815335225,12.238447866288572
1751,528240020,60,5,62.0,8244,0,3,4,8,2,0,5,7,5,2004,2004,1,13,3,0.0,4,3,2,4,3,3,6,0.0,6,0.0,840.0,840.0,5,1,4,840,880,0,1720,0.0,0.0,2,1,3,1,4,7,7,1,1,2004.0,0,2.0,2,100,48,0,0,0,0,0,5,2007,9,4,183500,2.5,48,9.0173622349937,12.119975396053194
1752,528250010,80,5,64.0,11950,0,3,0,8,2,0,7,7,5,2003,2003,1,13,3,0.0,4,3,2,4,3,3,6,0.0,6,0.0,384.0,384.0,5,1,4,754,640,0,1394,0.0,0.0,2,1,3,1,4,7,7,1,3,2003.0,0,2.0,2,100,0,0,0,0,0,0,10,2007,9,4,165500,2.5,0,9.388570235866881,12.016732516077072
1753,528250070,60,5,63.0,7875,3,3,4,8,2,0,5,7,5,2003,2003,1,13,1,16.0,4,3,2,4,3,3,6,0.0,6,0.0,847.0,847.0,5,1,4,847,1101,0,1948,0.0,0.0,2,1,4,1,4,8,7,1,3,2003.0,0,2.0,2,0,48,0,0,0,0,0,7,2007,9,4,211000,2.5,48,8.971575439759016,12.259618151783465
1754,528275035,60,5,64.0,8063,3,3,4,8,2,0,5,6,5,2000,2000,1,13,3,0.0,3,3,2,4,3,3,6,0.0,6,0.0,924.0,924.0,5,1,4,948,742,0,1690,0.0,0.0,2,1,3,1,3,7,7,1,1,2000.0,2,2.0,2,100,48,0,0,0,0,0,11,2007,9,0,181000,2.5,48,8.99516499031115,12.10625783509458
1755,528275110,60,5,64.0,8740,0,3,4,8,2,0,5,7,5,2002,2002,1,13,3,0.0,4,3,2,4,3,3,2,574.0,6,0.0,280.0,854.0,5,1,4,864,1131,0,1995,0.0,0.0,2,1,4,1,4,8,7,1,3,2002.0,0,2.0,2,264,48,0,0,0,0,0,7,2007,9,4,219500,2.5,48,9.075779878580487,12.299112067295642
1756,528280110,60,5,62.0,7917,3,3,4,8,2,0,5,6,5,1999,2000,1,13,3,0.0,3,3,2,4,3,3,6,0.0,6,0.0,953.0,953.0,5,1,4,953,694,0,1647,0.0,0.0,2,1,3,1,3,7,7,1,1,1999.0,2,2.0,2,0,40,0,0,0,0,0,8,2007,9,4,175000,2.5,40,8.976893927666076,12.07254696717504
1757,528280150,80,5,76.0,9967,0,3,4,8,2,0,7,7,5,2000,2000,1,13,3,0.0,3,3,2,4,3,3,6,0.0,6,0.0,384.0,384.0,5,1,4,774,656,0,1430,0.0,0.0,2,1,3,1,3,8,7,1,3,2000.0,2,2.0,2,100,0,0,0,0,0,0,12,2007,9,4,170000,2.5,0,9.207135241027235,12.04355959836804
1758,528290060,60,5,64.0,7750,3,3,4,8,6,0,5,7,5,2003,2003,1,13,3,0.0,4,3,2,4,3,3,6,0.0,6,0.0,660.0,660.0,5,1,4,660,660,0,1320,0.0,0.0,2,1,3,1,4,6,7,0,1,2003.0,0,2.0,2,0,48,0,0,0,0,0,8,2007,9,4,162000,2.5,48,8.955577146281511,11.995357787034976
1759,528290170,60,5,58.0,9487,0,3,4,8,2,0,5,6,5,2000,2000,1,13,3,0.0,3,3,2,4,3,3,2,520.0,6,0.0,395.0,915.0,5,1,4,940,750,0,1690,1.0,0.0,2,1,3,1,3,7,7,1,1,2000.0,2,2.0,2,0,50,0,0,0,0,0,6,2007,9,4,187000,3.5,50,9.157783121237507,12.138869243416009
1760,528294010,60,5,59.0,9649,0,3,4,8,2,0,5,6,5,1999,2000,1,13,3,0.0,3,3,2,4,3,3,6,0.0,6,0.0,941.0,941.0,5,1,4,961,683,0,1644,0.0,0.0,2,1,3,1,3,7,7,1,1,1999.0,2,2.0,2,460,42,0,0,0,0,0,5,2007,9,4,185000,2.5,42,9.174713194333032,12.128116509451258
1761,528320050,60,5,160.0,15623,0,3,0,18,2,0,5,10,5,1996,1996,3,14,3,0.0,4,3,2,5,3,0,2,2096.0,6,0.0,300.0,2396.0,5,1,4,2411,2065,0,4476,1.0,0.0,3,1,4,1,5,10,7,2,1,1996.0,0,3.0,2,171,78,0,0,0,555,0,7,2007,9,0,745000,4.5,78,9.656563472556515,13.521140839642674
1762,528322020,60,5,100.0,12191,0,3,4,18,2,0,5,8,5,1997,1998,3,13,1,515.0,4,3,2,4,3,0,2,1181.0,6,0.0,598.0,1779.0,5,1,4,1779,772,0,2551,1.0,0.0,2,1,4,1,4,8,7,2,1,1998.0,0,3.0,2,76,61,0,0,0,0,0,6,2007,9,4,384500,3.5,61,9.408535277926427,12.859701668704687
1763,528326060,60,5,89.0,11000,3,3,2,18,2,0,5,8,5,2000,2000,1,13,1,72.0,4,3,2,4,3,3,6,0.0,6,0.0,969.0,969.0,5,1,4,997,1288,0,2285,0.0,0.0,2,1,4,1,4,8,7,1,3,2000.0,0,3.0,2,0,56,0,0,0,0,0,6,2007,9,4,248000,2.5,56,9.305741456739435,12.421188057397055
1764,528327060,20,5,89.0,11400,3,3,4,18,2,0,2,10,5,2001,2002,3,13,1,705.0,5,3,2,5,3,1,2,1282.0,6,0.0,1351.0,2633.0,5,1,4,2633,0,0,2633,1.0,0.0,2,1,2,1,5,8,7,2,1,2001.0,2,3.0,2,314,140,0,0,0,0,0,3,2007,9,4,466500,3.5,140,9.34145634983372,13.05301544288996
1765,528340030,60,5,89.0,10557,0,3,4,18,2,0,5,9,5,1998,1998,1,8,1,422.0,4,3,2,5,3,1,2,672.0,6,0.0,736.0,1408.0,5,1,4,1671,1407,0,3078,1.0,0.0,2,1,4,1,4,9,7,1,1,1998.0,0,3.0,2,108,87,0,0,0,0,0,7,2007,9,4,410000,3.5,87,9.264639145383562,12.923914877701906
1766,528344020,60,5,74.0,11002,0,3,4,18,2,0,5,8,5,1998,1999,1,13,3,0.0,4,3,2,4,3,3,2,1048.0,6,0.0,341.0,1389.0,5,1,4,1411,1171,0,2582,1.0,0.0,2,1,4,1,4,9,7,1,1,1998.0,0,3.0,2,286,60,0,0,0,0,0,1,2007,9,4,322500,3.5,60,9.305923241869912,12.683861515988351
1767,528348030,60,5,83.0,10790,3,3,4,18,2,0,5,7,5,1998,1998,1,13,1,275.0,4,3,2,4,3,3,6,0.0,6,0.0,1066.0,1066.0,5,1,4,1108,1277,0,2385,0.0,0.0,2,1,4,1,4,8,7,1,3,1998.0,0,3.0,2,120,38,0,0,0,0,0,5,2007,9,4,252000,2.5,38,9.286467732363734,12.437188334739655
1768,528351010,60,5,104.0,21535,0,3,0,18,2,0,5,10,6,1994,1995,1,6,1,1170.0,5,3,2,5,3,1,2,1455.0,6,0.0,989.0,2444.0,5,1,4,2444,1872,0,4316,0.0,1.0,3,1,4,1,5,10,7,2,1,1994.0,0,3.0,2,382,50,0,0,0,0,0,1,2007,9,4,755000,4.0,50,9.977481232444454,13.534474352733596
1769,528354060,60,5,92.0,9920,0,3,1,18,2,0,5,7,5,1996,1997,1,8,3,0.0,4,3,2,4,3,0,2,862.0,6,0.0,255.0,1117.0,5,1,4,1127,886,0,2013,1.0,0.0,2,1,3,1,3,8,7,1,1,1997.0,3,2.0,2,180,130,0,0,0,0,0,6,2007,9,4,269790,3.5,130,9.202409001649903,12.505402864156405
1770,528354110,60,5,95.0,11787,0,3,4,18,2,0,5,7,5,1996,1997,1,13,1,594.0,4,3,2,4,3,3,2,719.0,6,0.0,660.0,1379.0,5,1,4,1383,1015,0,2398,1.0,0.0,2,1,3,1,4,8,7,1,1,1996.0,0,3.0,2,239,60,0,0,0,0,0,8,2007,9,4,315750,3.5,60,9.374837343857585,12.662709207270272
1771,528358040,60,5,82.0,9950,0,3,4,18,2,0,5,7,5,1995,1995,1,13,1,290.0,4,3,2,4,3,3,2,565.0,6,0.0,638.0,1203.0,5,1,4,1214,1306,0,2520,0.0,0.0,2,1,4,1,4,9,7,1,1,1995.0,2,3.0,2,224,114,0,0,0,0,0,6,2007,9,0,290000,2.5,114,9.205428327615163,12.577639650232573
1772,528364110,60,5,65.0,12257,0,3,4,18,2,0,5,8,5,1995,1995,1,13,1,513.0,4,3,2,4,3,0,3,56.0,0,64.0,1198.0,1318.0,5,1,4,1328,1203,0,2531,0.0,0.0,2,1,4,1,4,9,7,1,1,1995.0,2,3.0,2,222,98,0,0,0,0,0,11,2007,9,4,290000,2.5,98,9.413934064045677,12.577639650232573
1773,528366050,20,5,89.0,12692,0,3,4,18,2,0,2,8,5,1992,1993,3,3,3,0.0,4,3,2,4,3,3,2,1231.0,6,0.0,1969.0,3200.0,5,1,4,3228,0,0,3228,1.0,0.0,3,0,4,1,4,10,7,1,1,1992.0,2,2.0,2,264,75,291,0,0,0,0,5,2007,9,4,430000,4.0,366,9.448805939388176,12.971542813248437
1774,528366070,60,5,88.0,11762,3,3,4,18,2,0,5,8,5,1992,1993,1,13,1,309.0,4,3,2,5,3,3,2,335.0,6,0.0,770.0,1105.0,5,1,4,1105,1097,0,2202,1.0,0.0,2,1,4,1,4,9,7,1,1,1992.0,2,2.0,2,0,65,0,0,144,0,0,9,2007,9,4,263000,3.5,209,9.372714290960442,12.479913113434042
1775,528376010,60,5,82.0,9044,0,3,4,18,2,0,5,8,5,1996,1997,1,13,1,526.0,4,4,2,4,3,3,2,1225.0,6,0.0,100.0,1325.0,5,1,4,1335,1203,0,2538,0.0,0.0,2,1,4,1,4,8,7,1,1,1996.0,2,3.0,2,198,92,0,0,0,0,0,5,2007,9,4,330000,2.5,92,9.109967397829395,12.706850963741102
1776,528427040,20,5,75.0,9910,3,3,4,24,1,0,2,7,6,2007,2007,1,13,3,0.0,4,3,2,4,3,3,6,0.0,6,0.0,1369.0,1369.0,5,1,4,1369,0,0,1369,0.0,0.0,2,0,3,1,4,5,7,0,1,2007.0,3,2.0,2,0,203,0,0,0,0,0,9,2007,6,5,213133,2.0,203,9.201400530406708,12.269676354867313
1777,528427100,20,5,91.0,11830,3,3,4,24,1,0,2,8,5,2007,2007,1,13,1,164.0,4,3,2,4,3,3,2,1220.0,6,0.0,322.0,1542.0,5,1,4,1542,0,0,1542,1.0,0.0,2,0,3,1,4,6,7,1,1,2007.0,3,3.0,2,168,110,0,0,0,0,0,7,2007,6,5,260261,3.0,110,9.378478484253662,12.469444094924292
1778,528429090,20,5,84.0,11670,0,3,0,24,8,0,2,9,5,2006,2006,3,13,4,302.0,5,3,2,5,4,3,6,0.0,6,0.0,1905.0,1905.0,5,1,4,1905,0,0,1905,0.0,0.0,2,0,3,1,5,8,7,1,1,2006.0,0,3.0,2,0,191,0,0,0,0,0,3,2007,9,4,320000,2.0,191,9.364862411412354,12.676079399771027
1779,528429110,20,5,49.0,15256,0,3,1,24,6,0,2,8,5,2007,2007,1,13,4,84.0,4,3,2,4,3,1,2,929.0,6,0.0,556.0,1485.0,5,1,4,1464,0,0,1464,1.0,0.0,2,0,3,1,4,6,7,0,1,2007.0,3,3.0,2,168,160,0,0,0,0,0,8,2007,9,4,282922,3.0,160,9.632793693113202,12.552930054797935
1780,528431030,20,5,76.0,10612,3,3,4,24,2,0,2,8,5,2006,2006,1,13,1,248.0,4,3,2,4,3,2,2,28.0,6,0.0,1496.0,1524.0,4,1,4,1534,0,0,1534,0.0,0.0,2,0,3,1,4,7,7,1,1,2006.0,0,2.0,2,168,46,0,0,0,0,0,1,2007,9,3,215000,2.0,46,9.269834943761822,12.278397958261774
1781,528431040,20,5,98.0,12291,0,3,4,24,2,0,2,10,5,2007,2007,3,5,1,754.0,5,3,2,5,3,0,2,1572.0,6,0.0,394.0,1966.0,5,1,4,1966,0,0,1966,1.0,0.0,2,0,1,1,5,6,7,1,1,2007.0,0,3.0,2,76,52,0,0,0,0,0,10,2007,6,5,419005,3.0,52,9.416703923250376,12.945640518610816
1782,528431050,20,5,116.0,13501,0,3,0,24,2,0,2,8,5,2006,2006,1,13,4,208.0,4,3,2,4,3,3,2,63.0,6,0.0,1560.0,1623.0,5,1,4,1636,0,0,1636,1.0,0.0,2,0,3,1,4,8,7,1,1,2006.0,2,3.0,2,0,60,0,0,0,0,0,6,2007,9,4,255000,3.0,60,9.510593101601815,12.449022745701502
1783,528431110,20,5,75.0,9986,3,3,4,24,2,0,2,8,5,2006,2007,1,13,1,428.0,4,3,2,5,3,0,6,0.0,6,0.0,1795.0,1795.0,5,1,4,1795,0,0,1795,0.0,0.0,2,0,2,1,4,7,7,1,1,2007.0,2,3.0,2,0,49,0,0,0,0,0,2,2007,6,5,147000,2.0,49,9.209039526243135,11.898194668458823
1784,528435010,20,5,85.0,9965,3,3,2,24,1,0,2,7,5,2007,2007,1,13,3,0.0,4,3,2,4,3,3,6,0.0,6,0.0,1528.0,1528.0,5,1,4,1528,0,0,1528,0.0,0.0,3,2,3,1,4,6,7,1,1,2007.0,3,2.0,2,0,228,0,0,0,0,0,9,2007,6,5,235876,4.0,228,9.20693457884135,12.371065761702207
1785,528435040,20,5,79.0,9416,3,3,4,24,2,0,2,7,5,2007,2007,3,5,4,205.0,5,3,2,5,3,3,2,1126.0,6,0.0,600.0,1726.0,5,1,4,1726,0,0,1726,1.0,0.0,2,0,3,1,5,8,7,1,1,2007.0,0,3.0,2,171,138,0,0,266,0,0,9,2007,6,5,311872,3.0,404,9.150271845510064,12.650351332641707
1786,528435060,20,5,83.0,9849,3,3,4,24,2,0,2,7,6,2007,2007,3,13,4,0.0,4,3,2,4,3,0,6,0.0,6,0.0,1689.0,1689.0,5,1,4,1689,0,0,1689,0.0,0.0,2,0,3,1,4,7,7,0,1,2007.0,2,3.0,2,0,56,0,0,0,0,0,6,2007,6,5,248328,2.0,56,9.195226734166134,12.42250975887691
1787,528435070,20,5,85.0,10000,3,3,4,24,2,0,2,8,5,2006,2006,3,13,4,410.0,4,3,2,4,4,0,6,0.0,6,0.0,1588.0,1588.0,5,1,4,1588,0,0,1588,0.0,0.0,2,0,3,1,4,7,7,1,1,2006.0,2,3.0,2,144,45,0,0,0,0,0,12,2007,9,4,227000,2.0,45,9.210440366976517,12.33270970174018
1788,528439040,20,5,74.0,8847,3,3,4,24,2,0,2,8,5,2005,2005,1,13,1,148.0,4,3,2,4,3,0,2,769.0,6,0.0,769.0,1538.0,5,1,4,1538,0,0,1538,1.0,0.0,2,0,3,1,4,7,7,0,1,2005.0,2,2.0,2,146,40,0,0,0,0,0,12,2007,9,4,260000,3.0,40,9.087946723762116,12.468440756144114
1789,528439050,20,5,76.0,9158,3,3,4,24,2,0,2,8,5,2007,2007,1,5,4,140.0,4,3,2,4,3,0,6,0.0,6,0.0,1496.0,1496.0,5,1,4,1496,0,0,1496,0.0,0.0,2,0,3,1,4,7,7,0,1,2007.0,0,2.0,2,168,130,0,0,0,0,0,6,2007,6,5,225000,2.0,130,9.122492281402987,12.323860125621126
1790,528439080,20,5,70.0,8251,3,3,4,24,2,0,2,7,5,2005,2006,1,13,1,143.0,4,3,2,4,4,0,2,778.0,6,0.0,716.0,1494.0,5,1,4,1506,0,0,1506,1.0,0.0,2,0,3,1,4,7,7,1,1,2005.0,2,2.0,2,192,35,0,0,0,0,0,4,2007,9,4,249000,3.0,35,9.018210874191142,12.425212191503038
1791,528441080,20,5,75.0,10084,3,3,4,24,2,0,2,8,5,2004,2005,1,13,4,186.0,4,3,2,5,3,0,2,1369.0,6,0.0,317.0,1686.0,5,1,4,1694,0,0,1694,1.0,0.0,2,0,3,1,4,7,7,1,1,2004.0,2,2.0,2,255,57,0,0,0,0,0,8,2007,9,4,307000,3.0,57,9.218804450388312,12.634606283893019
1792,528445020,60,5,70.0,9605,3,3,4,24,2,0,5,7,5,2006,2006,1,13,3,0.0,4,3,2,4,3,3,6,0.0,6,0.0,982.0,982.0,5,1,4,982,995,0,1977,0.0,0.0,2,1,3,1,4,7,7,0,1,2006.0,2,3.0,2,240,53,0,0,0,0,0,7,2007,9,3,250000,2.5,53,9.17014318222477,12.429220196836383
1793,528445070,60,5,75.0,8778,3,3,4,24,2,0,5,8,5,2006,2006,1,13,3,0.0,4,3,2,4,3,3,6,0.0,6,0.0,1302.0,1302.0,5,1,4,1302,528,0,1830,0.0,0.0,2,1,3,1,4,7,7,0,3,2006.0,2,3.0,2,0,40,0,0,0,0,0,3,2007,9,4,221300,2.5,40,9.080117784926209,12.307279044781756
1794,528456190,20,2,72.0,8640,3,3,4,24,2,0,2,8,5,2007,2007,1,13,3,0.0,4,3,2,4,3,3,2,24.0,6,0.0,1314.0,1338.0,5,1,4,1338,0,0,1338,0.0,0.0,2,0,3,1,4,6,7,0,1,2007.0,2,2.0,2,0,141,0,0,0,0,0,11,2007,6,5,208900,2.0,141,9.0642735958414,12.249615734512616
1795,528456230,20,2,75.0,9000,3,3,4,24,2,0,2,7,5,2006,2007,1,13,3,0.0,4,3,2,4,3,3,6,0.0,6,0.0,1335.0,1335.0,5,1,4,1335,0,0,1335,0.0,0.0,2,0,3,1,4,6,7,0,1,2007.0,2,2.0,2,0,210,0,0,0,0,0,6,2007,6,5,210400,2.0,210,9.105090961257085,12.256770512686108
1796,528458080,60,2,72.0,8640,3,3,4,24,2,0,5,8,5,2007,2007,1,13,3,0.0,4,3,2,4,3,0,2,350.0,6,0.0,546.0,896.0,5,1,4,896,896,0,1792,0.0,0.0,2,1,3,1,4,8,7,0,1,2007.0,0,2.0,2,184,96,0,0,0,0,0,11,2007,6,5,255000,2.5,96,9.0642735958414,12.449022745701502
1797,528458090,60,2,81.0,10411,3,3,0,24,2,0,5,5,5,2007,2007,1,13,3,0.0,4,3,1,4,3,4,6,0.0,6,0.0,725.0,725.0,5,1,4,725,863,0,1588,0.0,0.0,3,0,3,1,4,8,7,0,1,2007.0,3,2.0,2,0,0,0,0,0,0,0,7,2007,6,5,212109,3.0,0,9.250714266114455,12.264860287013262
1798,528458120,60,2,75.0,9000,3,3,4,24,2,0,5,8,5,2006,2006,1,13,3,0.0,4,3,2,4,3,0,6,0.0,6,0.0,1088.0,1088.0,5,1,4,1088,871,0,1959,0.0,0.0,2,1,3,1,4,8,7,1,1,2006.0,2,3.0,2,208,46,0,0,0,0,0,12,2007,9,4,270000,2.5,46,9.105090961257085,12.506180941677357
1799,528458130,60,2,75.0,9000,3,3,4,24,2,0,5,8,5,2007,2007,1,5,3,0.0,4,3,2,4,3,0,2,64.0,6,0.0,1120.0,1184.0,5,1,4,1184,1426,0,2610,0.0,0.0,2,1,4,1,5,11,7,1,3,2007.0,0,2.0,2,208,364,0,0,0,0,0,8,2007,6,5,303477,2.5,364,9.105090961257085,12.623064399210183
